Galaxy identifier,Assumed distance (Mpc),Galactocentric radius (kpc),Galactocentric radius (m),Observed circular velocity (km/s),Observed circular velocity (m/s),Uncertainy in v obs (km/s),Gas velocity contribution (km/s),Gas velocity contribution (m/s),Disk velocity contribution (km/s),Disk velocity contribution (m/s),Bulge velocity contribution (km/s),Bulge velocity contribution (m/s),Disk surface brightness (solLum/pc2),Bulge surface brightness (solLum/pc2)
UGC09133,57.1,8.2,2.53052E+20,287,287000,10.5,18.77,18770,244.06,244060,205.73,205730,209.07,0.03
UGC09133,57.1,8.31,2.56447E+20,288,288000,2.93,18.97,18970,244.14,244140,204.35,204350,204.24,0.02
UGC09133,57.1,8.52,2.62927E+20,288,288000,5.58,19.59,19590,244.43,244430,201.86,201860,197.13,0.02
UGC09133,57.1,8.83,2.72494E+20,288,288000,5.74,20.3,20300,245.34,245340,198.26,198260,187.41,0.01
UGC09133,57.1,9.15,2.82369E+20,288,288000,7,21.12,21120,245.9,245900,194.78,194780,171.33,0
UGC09133,57.1,9.78,3.01811E+20,289,289000,12.7,22.56,22560,245.25,245250,188.37,188370,138.98,0
UGC09133,57.1,10.1,3.11686E+20,289,289000,3.89,23.18,23180,244,244000,185.3,185300,127.27,0
UGC09133,57.1,11.04,3.40694E+20,288,288000,5.02,25.23,25230,239.18,239180,177.32,177320,102.81,0
UGC09133,57.1,11.36,3.5057E+20,288,288000,3.39,25.74,25740,237.64,237640,174.8,174800,97.25,0
UGC09133,57.1,11.67,3.60136E+20,288,288000,10.7,26.35,26350,236.26,236260,172.47,172470,92.94,0
UGC09133,57.1,13.57,4.1877E+20,285,285000,4.07,29.02,29020,230.28,230280,159.94,159940,69.68,0
UGC09133,57.1,13.88,4.28337E+20,284,284000,8.92,29.38,29380,229.01,229010,158.15,158150,65.64,0
UGC09133,57.1,14.2,4.38212E+20,284,284000,5.69,29.84,29840,228.03,228030,156.35,156350,61.84,0
UGC09133,57.1,16.61,5.12585E+20,278,278000,9.14,32.61,32610,219.86,219860,144.57,144570,45.35,0
UGC09133,57.1,19.35,5.97141E+20,273,273000,6.1,35.69,35690,212.46,212460,133.94,133940,26.39,0
UGC09133,57.1,22.19,6.84783E+20,269,269000,2.26,39.89,39890,201.82,201820,125.08,125080,19.6,0
UGC09133,57.1,24.92,7.69031E+20,265,265000,1.32,44.61,44610,194.49,194490,118.03,118030,14.04,0
UGC09133,57.1,27.66,8.53588E+20,262,262000,3.15,49.22,49220,187.22,187220,112.03,112030,9.81,0
UGC09133,57.1,30.5,9.4123E+20,257,257000,4.71,51.48,51480,179.93,179930,106.69,106690,6.71,0
UGC09133,57.1,33.23,1.02548E+21,252,252000,4.96,51.89,51890,173.14,173140,102.21,102210,4.38,0
UGC09133,57.1,35.96,1.10973E+21,247,247000,2.58,50.25,50250,166.11,166110,98.25,98250,2.89,0
UGC09133,57.1,38.8,1.19737E+21,242,242000,2.52,48.3,48300,159.33,159330,94.59,94590,1.9,0
UGC09133,57.1,41.54,1.28192E+21,238,238000,2.3,47.17,47170,153.43,153430,91.42,91420,1.28,0
UGC09133,57.1,44.27,1.36617E+21,235,235000,0.63,47.68,47680,147.95,147950,88.55,88550,0.87,0
UGC09133,57.1,47.11,1.45381E+21,236,236000,1.4,49.73,49730,142.73,142730,85.84,85840,0.58,0
UGC09133,57.1,49.84,1.53806E+21,239,239000,2.07,50.56,50560,138.21,138210,83.46,83460,0.39,0
UGC09133,57.1,52.58,1.62262E+21,242,242000,2.63,49.43,49430,133.98,133980,81.25,81250,0.26,0
UGC09133,57.1,55.42,1.71026E+21,245,245000,1.64,49.12,49120,129.96,129960,79.14,79140,0.18,0
UGC09133,57.1,58.15,1.79451E+21,247,247000,1.31,50.56,50560,126.43,126430,77.26,77260,0.12,0
UGC09133,57.1,60.89,1.87907E+21,246,246000,2.14,53.22,53220,123.2,123200,75.51,75510,0.08,0
UGC09133,57.1,63.62,1.96331E+21,243,243000,4,53.84,53840,120.17,120170,73.87,73870,0.05,0
UGC09133,57.1,66.46,2.05096E+21,239,239000,4.67,53.63,53630,117.27,117270,72.27,72270,0.04,0
UGC09133,57.1,69.19,2.1352E+21,234,234000,5.12,53.12,53120,114.7,114700,70.83,70830,0.02,0
UGC09133,57.1,71.93,2.21976E+21,230,230000,2.1,53.02,53020,112.26,112260,69.47,69470,0.02,0
UGC09133,57.1,74.77,2.3074E+21,228,228000,1.32,53.32,53320,109.91,109910,68.14,68140,0.01,0
UGC09133,57.1,77.5,2.39165E+21,228,228000,1.6,54.04,54040,107.81,107810,66.93,66930,0.01,0
UGC09133,57.1,80.23,2.4759E+21,227,227000,3.16,54.66,54660,105.81,105810,65.78,65780,0.01,0
UGC09133,57.1,83.07,2.56354E+21,226,226000,3.48,54.96,54960,103.86,103860,64.64,64640,0,0
UGC09133,57.1,85.81,2.6481E+21,224,224000,3.71,54.86,54860,102.09,102090,63.6,63600,0,0
UGC09133,57.1,88.54,2.73234E+21,222,222000,1.49,54.35,54350,100.4,100400,62.62,62620,0,0
UGC09133,57.1,91.38,2.81999E+21,222,222000,1.18,53.73,53730,98.74,98740,61.64,61640,0,0
UGC09133,57.1,94.12,2.90454E+21,224,224000,1.22,53.22,53220,97.22,97220,60.73,60730,0,0
UGC09133,57.1,99.69,3.07643E+21,227,227000,2.8,52.91,52910,94.34,94340,59.01,59010,0,0
UGC09133,57.1,108.31,3.34245E+21,229,229000,4.12,51.38,51380,90.37,90370,56.61,56610,0,0
UGC09992,10.7,0.78,2.40708E+19,28.1,28100,5.66,6.39,6390,20.31,20310,0,0,36.38,0
UGC09992,10.7,1.55,4.7833E+19,31.3,31300,5.66,10.35,10350,23.49,23490,0,0,10.22,0
UGC09992,10.7,2.34,7.22124E+19,33,33000,5.66,14.5,14500,22.94,22940,0,0,4.68,0
UGC09992,10.7,3.12,9.62832E+19,33.4,33400,5.66,17.55,17550,22.52,22520,0,0,2.51,0
UGC09992,10.7,3.89,1.20045E+20,34.3,34300,5.66,17.55,17550,22.05,22050,0,0,1.24,0
UGC10310,15.2,1.1,3.3946E+19,33.2,33200,5.06,3.45,3450,21.28,21280,0,0,48.94,0
UGC10310,15.2,2.21,6.82006E+19,54.6,54600,5.06,6.51,6510,35.54,35540,0,0,27.59,0
UGC10310,15.2,3.31,1.02147E+20,65.7,65700,5.06,11.85,11850,39.59,39590,0,0,15.03,0
UGC10310,15.2,4.42,1.36401E+20,69.2,69200,5.06,18.75,18750,38.75,38750,0,0,7.39,0
UGC10310,15.2,5.52,1.70347E+20,70.9,70900,5.06,26.75,26750,39.1,39100,0,0,4.76,0
UGC10310,15.2,6.64,2.0491E+20,72.4,72400,5.06,30.8,30800,37.98,37980,0,0,2.41,0
UGC10310,15.2,7.74,2.38856E+20,73.2,73200,5.06,30.9,30900,35.45,35450,0,0,0,0
UGC11455,78.6,0.62,1.91332E+19,35.1,35100,4.01,0.82,820,71.2,71200,0,0,1873.58,0
UGC11455,78.6,1.23,3.79578E+19,64.6,64600,4.19,1,1000,112.64,112640,0,0,1393.4,0
UGC11455,78.6,1.83,5.64738E+19,80.1,80100,6.32,2.09,2090,139.71,139710,0,0,1127.85,0
UGC11455,78.6,2.47,7.62242E+19,113,113000,10.4,3.39,3390,159.08,159080,0,0,925.97,0
UGC11455,78.6,3.08,9.50488E+19,136,136000,7.59,2.17,2170,171.23,171230,0,0,805.41,0
UGC11455,78.6,3.68,1.13565E+20,150,150000,7.75,0.18,180,180.9,180900,0,0,736.52,0
UGC11455,78.6,4.32,1.33315E+20,171,171000,9.19,0,0,190.21,190210,0,0,674.92,0
UGC11455,78.6,4.91,1.51523E+20,192,192000,9.16,0.2,200,198.61,198610,0,0,662.92,0
UGC11455,78.6,5.53,1.70656E+20,197,197000,9.96,0.2,200,213.09,213090,0,0,650.45,0
UGC11455,78.6,6.17,1.90406E+20,195,195000,12.4,0,0,230.24,230240,0,0,650,0
UGC11455,78.6,6.78,2.09231E+20,196,196000,7.09,0.58,580,253.17,253170,0,0,639.7,0
UGC11455,78.6,7.38,2.27747E+20,216,216000,5.99,2.58,2580,275.53,275530,0,0,565.76,0
UGC11455,78.6,8,2.4688E+20,225,225000,5.24,0,0,287.96,287960,0,0,471.02,0
UGC11455,78.6,8.62,2.66013E+20,240,240000,6.15,0,0,290.86,290860,0,0,408.2,0
UGC11455,78.6,9.23,2.84838E+20,247,247000,4.37,7.92,7920,295.63,295630,0,0,389.51,0
UGC11455,78.6,9.85,3.03971E+20,254,254000,6.48,16.06,16060,302.1,302100,0,0,358.51,0
UGC11455,78.6,10.43,3.2187E+20,257,257000,7.41,21.24,21240,307.81,307810,0,0,328.15,0
UGC11455,78.6,11.05,3.41003E+20,273,273000,5.38,23.48,23480,312.49,312490,0,0,295.55,0
UGC11455,78.6,11.67,3.60136E+20,272,272000,5.98,24.19,24190,316.07,316070,0,0,269.2,0
UGC11455,78.6,12.19,3.76183E+20,270,270000,20.9,23.78,23780,319.44,319440,0,0,249.24,0
UGC11455,78.6,12.91,3.98403E+20,279,279000,9.4,22.46,22460,323.2,323200,0,0,220.87,0
UGC11455,78.6,14.56,4.49322E+20,287,287000,10.8,23.48,23480,326.62,326620,0,0,154.04,0
UGC11455,78.6,16.63,5.13202E+20,291,291000,10,24.49,24490,316.26,316260,0,0,98.46,0
UGC11455,78.6,17.77,5.48382E+20,286,286000,9.67,24.49,24490,310.12,310120,0,0,85.89,0
UGC11455,78.6,18.49,5.70601E+20,288,288000,6.96,26.12,26120,307.21,307210,0,0,77.89,0
UGC11455,78.6,20.24,6.24606E+20,289,289000,6.63,41.26,41260,301.54,301540,0,0,61.63,0
UGC11455,78.6,22.62,6.98053E+20,288,288000,10,55.9,55900,294.39,294390,0,0,42.2,0
UGC11455,78.6,24.89,7.68105E+20,269,269000,8.23,53.66,53660,286.32,286320,0,0,25.35,0
UGC11455,78.6,27.06,8.35072E+20,267,267000,7.11,52.14,52140,273.02,273020,0,0,13.51,0
UGC11455,78.6,29.13,8.98952E+20,272,272000,5.36,47.05,47050,261.41,261410,0,0,8.93,0
UGC11455,78.6,31.3,9.65918E+20,274,274000,5.78,45.53,45530,250.43,250430,0,0,5.08,0
UGC11455,78.6,33.46,1.03258E+21,259,259000,5.81,50.92,50920,239.85,239850,0,0,2.15,0
UGC11455,78.6,35.53,1.09646E+21,272,272000,6.69,49.39,49390,229.51,229510,0,0,0.6,0
UGC11455,78.6,37.7,1.16342E+21,274,274000,6.39,46.04,46040,219.93,219930,0,0,0.46,0
UGC11455,78.6,39.87,1.23039E+21,272,272000,5.59,49.19,49190,212.13,212130,0,0,0.19,0
UGC11455,78.6,41.93,1.29396E+21,266,266000,8.82,49.09,49090,205.47,205470,0,0,0,0
UGC11557,24.2,0.33,1.01838E+19,4,4000,7.9,1.71,1710,21.94,21940,0,0,329.26,0
UGC11557,24.2,0.99,3.05514E+19,17,17000,8.6,2.41,2410,47.32,47320,0,0,226.54,0
UGC11557,24.2,1.76,5.43136E+19,33.3,33300,7.9,-7.34,-7340,59.39,59390,0,0,158.62,0
UGC11557,24.2,2.42,7.46812E+19,44.9,44900,10.5,-10.59,-10590,70.77,70770,0,0,134.99,0
UGC11557,24.2,3.19,9.84434E+19,53,53000,7.9,0.97,970,81.19,81190,0,0,93.5,0
UGC11557,24.2,3.85,1.18811E+20,60.8,60800,7.9,9.74,9740,83.68,83680,0,0,70.65,0
UGC11557,24.2,4.62,1.42573E+20,69,69000,7.9,11.43,11430,87.03,87030,0,0,55.35,0
UGC11557,24.2,5.28,1.62941E+20,76.6,76600,7.9,16.36,16360,90.49,90490,0,0,49.76,0
UGC11557,24.2,5.94,1.83308E+20,85,85000,7.9,17.72,17720,93.96,93960,0,0,36.24,0
UGC11557,24.2,7.04,2.17254E+20,78.1,78100,6.7,24.54,24540,93.48,93480,0,0,19.51,0
UGC11557,24.2,8.8,2.71568E+20,81.6,81600,6.7,35.45,35450,87.18,87180,0,0,7.06,0
UGC11557,24.2,10.56,3.25882E+20,84.5,84500,6.7,33.35,33350,79.1,79100,0,0,1.49,0
UGC11820,18.1,0.26,8.0236E+18,16,16000,5.09,-0.43,-430,8.55,8550,0,0,76.79,0
UGC11820,18.1,0.44,1.35784E+19,18.9,18900,4.44,1.29,1290,13.84,13840,0,0,73.61,0
UGC11820,18.1,0.61,1.88246E+19,25.8,25800,3.36,1.97,1970,18.2,18200,0,0,57.73,0
UGC11820,18.1,0.79,2.43794E+19,35.8,35800,3.79,2.55,2550,21.35,21350,0,0,46.68,0
UGC11820,18.1,1.01,3.11686E+19,44.1,44100,7.91,3.22,3220,24.45,24450,0,0,34.99,0
UGC11820,18.1,5.26,1.62324E+20,59.65,59650,0.98,17.11,17110,26.68,26680,0,0,1.91,0
UGC11820,18.1,7.91,2.44103E+20,69.15,69150,1.23,28.49,28490,24.35,24350,0,0,0.98,0
UGC11820,18.1,10.52,3.24647E+20,76.95,76950,0.54,35.7,35700,21.4,21400,0,0,0.18,0
UGC11820,18.1,13.14,4.055E+20,81.25,81250,0.73,35.45,35450,18.93,18930,0,0,0.05,0
UGC11820,18.1,15.82,4.88205E+20,84.45,84450,1.31,35.37,35370,17.02,17020,0,0,0,0
UGC11914,16.9,0.28,8.6408E+18,168,168000,49.7,0.42,420,42.14,42140,211.56,211560,2455.96,12097.58
UGC11914,16.9,0.37,1.14182E+19,187,187000,40.2,0.61,610,53.98,53980,220.85,220850,2366.93,9071.84
UGC11914,16.9,0.47,1.45042E+19,204,204000,26.9,0.79,790,66.33,66330,227.4,227400,2271.79,7025.23
UGC11914,16.9,0.56,1.72816E+19,218,218000,23.5,0.96,960,76.79,76790,231.5,231500,2189.44,5778.11
UGC11914,16.9,0.65,2.0059E+19,232,232000,8.63,1.14,1140,86.68,86680,234.01,234010,2110.07,4930.85
UGC11914,16.9,0.75,2.3145E+19,243,243000,4.97,1.31,1310,97.06,97060,236.69,236690,2025.25,4308.68
UGC11914,16.9,0.84,2.59224E+19,253,253000,3.65,1.48,1480,105.9,105900,240.47,240470,1951.84,3831
UGC11914,16.9,0.93,2.86998E+19,262,262000,2.86,1.66,1660,114.28,114280,245.03,245030,1881.09,3289.15
UGC11914,16.9,1.03,3.17858E+19,269,269000,3.8,1.83,1830,123.11,123110,249.19,249190,1805.48,2710.31
UGC11914,16.9,1.12,3.45632E+19,275,275000,5.39,2,2000,130.64,130640,251.82,251820,1740.03,2281.17
UGC11914,16.9,1.21,3.73406E+19,280,280000,5.01,2.17,2170,137.79,137790,253.43,253430,1676.95,1896.93
UGC11914,16.9,1.3,4.0118E+19,284,284000,10,2.33,2330,144.6,144600,253.93,253930,1616.16,1591.52
UGC11914,16.9,1.41,4.35126E+19,287,287000,6.59,2.5,2500,152.47,152470,253.45,253450,1544.84,1300.3
UGC11914,16.9,1.5,4.629E+19,289,289000,3.56,2.66,2660,158.56,158560,252.44,252440,1488.85,1111.18
UGC11914,16.9,1.59,4.90674E+19,290,290000,6.13,2.82,2820,164.36,164360,251.04,251040,1434.87,947.25
UGC11914,16.9,1.68,5.18448E+19,291,291000,10.2,2.97,2970,169.88,169880,249.18,249180,1382.86,815.68
UGC11914,16.9,1.78,5.49308E+19,292,292000,8.61,3.12,3120,175.7,175700,246.75,246750,1327.26,702.47
UGC11914,16.9,1.87,5.77082E+19,292,292000,11.2,3.26,3260,180.66,180660,244.32,244320,1279.15,628.74
UGC11914,16.9,1.96,6.04856E+19,291,291000,5.15,3.39,3390,185.38,185380,241.92,241920,1232.78,572.76
UGC11914,16.9,2.05,6.3263E+19,291,291000,4.92,3.5,3500,189.88,189880,239.71,239710,1188.09,519.08
UGC11914,16.9,2.16,6.66576E+19,291,291000,9.32,3.61,3610,195.08,195080,237.06,237060,1135.66,458.42
UGC11914,16.9,2.25,6.9435E+19,290,290000,7.19,3.7,3700,199.1,199100,234.93,234930,1094.49,420.15
UGC11914,16.9,2.34,7.22124E+19,290,290000,12.2,3.76,3760,202.92,202920,232.89,232890,1054.8,389.55
UGC11914,16.9,2.43,7.49898E+19,290,290000,7.94,3.79,3790,206.55,206550,231.12,231120,1016.61,360.37
UGC11914,16.9,2.46,7.59156E+19,290,290000,5.16,3.79,3790,207.71,207710,230.63,230630,1004.15,346.65
UGC11914,16.9,2.53,7.80758E+19,290,290000,3.56,3.79,3790,210.36,210360,229.44,229440,975.69,317.07
UGC11914,16.9,2.62,8.08532E+19,290,290000,3.79,3.8,3800,213.61,213610,227.9,227900,940.34,283.46
UGC11914,16.9,2.71,8.36306E+19,290,290000,5.65,3.81,3810,216.71,216710,226.55,226550,906.26,244.45
UGC11914,16.9,2.8,8.6408E+19,290,290000,9.38,3.84,3840,219.64,219640,225.09,225090,873.37,204.32
UGC11914,16.9,2.99,9.22714E+19,290,290000,10.6,3.94,3940,225.37,225370,221.46,221460,807.89,139.93
UGC11914,16.9,3.28,1.01221E+20,291,291000,15.3,4.12,4120,233.01,233010,215.11,215110,716.23,77.11
UGC11914,16.9,3.74,1.15416E+20,292,292000,18.8,4.56,4560,241.64,241640,204.42,204420,581.87,29.88
UGC11914,16.9,3.83,1.18194E+20,292,292000,15.2,4.69,4690,242.91,242910,202.36,202360,560.67,24.89
UGC11914,16.9,4.02,1.24057E+20,292,292000,19.8,5.12,5120,245.41,245410,198.15,198150,516.93,16.81
UGC11914,16.9,4.09,1.26217E+20,292,292000,2.4,5.35,5350,246.19,246190,196.62,196620,500.74,14.54
UGC11914,16.9,4.12,1.27143E+20,292,292000,9,5.4,5400,246.51,246510,195.97,195970,493.88,13.67
UGC11914,16.9,4.3,1.32698E+20,291,291000,8.71,6.12,6120,248.01,248010,192.16,192160,453.79,9.51
UGC11914,16.9,4.39,1.35475E+20,291,291000,7.92,6.56,6560,248.54,248540,190.25,190250,435.97,7.86
UGC11914,16.9,4.49,1.38561E+20,291,291000,8.84,7.04,7040,249.06,249060,188.24,188240,417.35,6.39
UGC11914,16.9,4.58,1.41339E+20,290,290000,4.2,7.58,7580,249.41,249410,186.48,186480,401.66,5.31
UGC11914,16.9,4.87,1.50288E+20,289,289000,10.6,9.59,9590,250.14,250140,181.04,181040,356.31,2.93
UGC11914,16.9,4.91,1.51523E+20,288,288000,2.26,10.06,10060,250.19,250190,180.31,180310,350.52,2.69
UGC11914,16.9,4.96,1.53066E+20,288,288000,6.97,10.42,10420,250.25,250250,179.41,179410,343.49,2.43
UGC11914,16.9,5.05,1.55843E+20,287,287000,3.23,11.18,11180,250.32,250320,177.88,177880,331.38,2.02
UGC11914,16.9,5.14,1.5862E+20,287,287000,10.2,12.03,12030,250.34,250340,176.33,176330,319.97,1.69
UGC11914,16.9,5.24,1.61706E+20,286,286000,10.3,12.78,12780,250.33,250330,174.68,174680,307.99,1.37
UGC11914,16.9,5.33,1.64484E+20,286,286000,17.8,13.42,13420,250.26,250260,173.23,173230,297.78,1.14
UGC11914,16.9,5.42,1.67261E+20,285,285000,11.4,14.16,14160,250.17,250170,171.83,171830,288.19,0.94
UGC11914,16.9,5.51,1.70039E+20,285,285000,12,14.91,14910,250.09,250090,170.39,170390,279.23,0.78
UGC11914,16.9,5.61,1.73125E+20,284,284000,4.03,15.66,15660,250.01,250010,168.9,168900,270.01,0.64
UGC11914,16.9,5.71,1.76211E+20,284,284000,4.73,16.4,16400,249.99,249990,167.49,167490,261.54,0.52
UGC11914,16.9,5.8,1.78988E+20,283,283000,6.44,17.15,17150,249.96,249960,166.22,166220,253.28,0.43
UGC11914,16.9,5.89,1.81765E+20,283,283000,4.96,17.89,17890,249.9,249900,164.93,164930,245.26,0.36
UGC11914,16.9,5.98,1.84543E+20,283,283000,5.37,18.64,18640,249.84,249840,163.71,163710,237.48,0.3
UGC11914,16.9,6.08,1.87629E+20,283,283000,11,19.38,19380,249.76,249760,162.34,162340,229.11,0.24
UGC11914,16.9,6.15,1.89789E+20,283,283000,1.14,20.02,20020,249.7,249700,161.44,161440,223.42,0.21
UGC11914,16.9,6.17,1.90406E+20,283,283000,17.3,20.24,20240,249.69,249690,161.19,161190,221.83,0.2
UGC11914,16.9,6.26,1.93184E+20,283,283000,7.94,21.09,21090,249.61,249610,160,160000,214.79,0.17
UGC11914,16.9,6.35,1.95961E+20,283,283000,18.3,21.83,21830,249.49,249490,158.86,158860,207.63,0.14
UGC11914,16.9,6.73,2.07688E+20,284,284000,10.5,24.6,24600,248.66,248660,154.26,154260,178.26,0.06
UGC11914,16.9,6.83,2.10774E+20,284,284000,9.37,25.24,25240,248.3,248300,153.14,153140,170.86,0.05
UGC11914,16.9,6.92,2.13551E+20,285,285000,12.9,25.88,25880,247.92,247920,152.15,152150,164.37,0.04
UGC11914,16.9,7.37,2.27438E+20,288,288000,1.24,28.33,28330,245.58,245580,147.41,147410,136.76,0.02
UGC11914,16.9,8.6,2.65396E+20,297,297000,2.13,31.2,31200,235.09,235090,136.47,136470,77.68,0
UGC11914,16.9,9.83,3.03354E+20,305,305000,5.07,29.29,29290,222.03,222030,127.66,127660,54.07,0
UGC12506,100.6,0.82,2.53052E+19,107,107000,25.6,8.12,8120,32.7,32700,0,0,413.25,0
UGC12506,100.6,2.46,7.59156E+19,159,159000,26.5,22.67,22670,79.76,79760,0,0,306.2,0
UGC12506,100.6,4.1,1.26526E+20,194,194000,13.9,31.68,31680,107.57,107570,0,0,228.25,0
UGC12506,100.6,5.74,1.77136E+20,198,198000,14.6,34.72,34720,124.14,124140,0,0,177.01,0
UGC12506,100.6,7.38,2.27747E+20,211,211000,13.2,31.78,31780,137.6,137600,0,0,158.86,0
UGC12506,100.6,9.02,2.78357E+20,222,222000,13.6,23.89,23890,155.68,155680,0,0,132.54,0
UGC12506,100.6,10.65,3.28659E+20,230,230000,11.6,14.68,14680,168.58,168580,0,0,103.66,0
UGC12506,100.6,12.29,3.79269E+20,239,239000,11.6,14.98,14980,175.29,175290,0,0,76.77,0
UGC12506,100.6,13.93,4.2988E+20,237,237000,11.6,26.72,26720,175.91,175910,0,0,57.94,0
UGC12506,100.6,15.57,4.8049E+20,240,240000,11.6,39.88,39880,176.17,176170,0,0,46.35,0
UGC12506,100.6,17.21,5.31101E+20,245,245000,11.6,50.51,50510,175.33,175330,0,0,35.14,0
UGC12506,100.6,18.85,5.81711E+20,249,249000,11.6,57.09,57090,172.3,172300,0,0,26.49,0
UGC12506,100.6,20.49,6.32321E+20,248,248000,11.6,60.02,60020,168.12,168120,0,0,20.79,0
UGC12506,100.6,22.13,6.82932E+20,250,250000,11.6,60.43,60430,164.68,164680,0,0,17.2,0
UGC12506,100.6,23.77,7.33542E+20,255,255000,11.6,58.91,58910,161.19,161190,0,0,13.63,0
UGC12506,100.6,25.41,7.84153E+20,244,244000,14.9,57.29,57290,157.33,157330,0,0,11.03,0
UGC12506,100.6,27.05,8.34763E+20,244,244000,11.6,58,58000,153.64,153640,0,0,9,0
UGC12506,100.6,28.68,8.85065E+20,249,249000,11.6,61.94,61940,149.77,149770,0,0,7.43,0
UGC12506,100.6,30.32,9.35675E+20,251,251000,11.6,65.99,65990,146.07,146070,0,0,6.46,0
UGC12506,100.6,31.96,9.86286E+20,249,249000,11.6,67.21,67210,143.32,143320,0,0,5.72,0
UGC12506,100.6,33.6,1.0369E+21,244,244000,12.9,64.98,64980,140.67,140670,0,0,4.88,0
UGC12506,100.6,35.24,1.08751E+21,239,239000,16.2,62.25,62250,138,138000,0,0,4.23,0
UGC12506,100.6,36.88,1.13812E+21,238,238000,18.4,61.64,61640,135.58,135580,0,0,3.76,0
UGC12506,100.6,38.52,1.18873E+21,241,241000,24.9,63.36,63360,133.6,133600,0,0,3.31,0
UGC12506,100.6,40.16,1.23934E+21,237,237000,23,64.98,64980,131.71,131710,0,0,2.88,0
UGC12506,100.6,41.8,1.28995E+21,228,228000,14,64.88,64880,130.03,130030,0,0,2.53,0
UGC12506,100.6,43.44,1.34056E+21,233,233000,16.9,63.87,63870,129.69,129690,0,0,2.26,0
UGC12506,100.6,45.08,1.39117E+21,233,233000,13.7,64.47,64470,130.42,130420,0,0,0,0
UGC12506,100.6,46.71,1.44147E+21,230,230000,11.6,69.03,69030,123.79,123790,0,0,0,0
UGC12506,100.6,48.35,1.49208E+21,226,226000,11.6,76.21,76210,119.55,119550,0,0,0,0
UGC12506,100.6,49.99,1.54269E+21,225,225000,11.6,82.59,82590,116.42,116420,0,0,0,0
UGC12632,9.77,0.71,2.19106E+19,24.1,24100,7.55,0.75,750,14.22,14220,0,0,33.37,0
UGC12632,9.77,1.42,4.38212E+19,33.6,33600,5.02,2.55,2550,19.97,19970,0,0,21.72,0
UGC12632,9.77,2.14,6.60404E+19,44.8,44800,3.38,7.39,7390,23.97,23970,0,0,15.26,0
UGC12632,9.77,2.85,8.7951E+19,54.4,54400,2.9,10.7,10700,26.52,26520,0,0,10.49,0
UGC12632,9.77,3.55,1.09553E+20,57.4,57400,2.89,12.26,12260,27.06,27060,0,0,8.02,0
UGC12632,9.77,4.26,1.31464E+20,61.4,61400,3.44,12.02,12020,28.45,28450,0,0,6.75,0
UGC12632,9.77,4.97,1.53374E+20,63.8,63800,3.64,14.16,14160,29.24,29240,0,0,4.61,0
UGC12632,9.77,5.69,1.75593E+20,65.5,65500,3.82,15.95,15950,29.3,29300,0,0,4.19,0
UGC12632,9.77,6.4,1.97504E+20,67.6,67600,3.54,18.56,18560,30.76,30760,0,0,2.51,0
UGC12632,9.77,7.11,2.19415E+20,69.2,69200,2.91,22.61,22610,29.42,29420,0,0,1.98,0
UGC12632,9.77,7.82,2.41325E+20,70.3,70300,2.79,26.3,26300,28.8,28800,0,0,1.14,0
UGC12632,9.77,8.52,2.62927E+20,71.4,71400,2.93,28.44,28440,27.59,27590,0,0,1.1,0
UGC12632,9.77,9.25,2.85455E+20,73.2,73200,3,29.27,29270,27.31,27310,0,0,0.81,0
UGC12632,9.77,9.95,3.07057E+20,73,73000,2.81,30.7,30700,26.87,26870,0,0,0.61,0
UGC12632,9.77,10.66,3.28968E+20,73.1,73100,2.79,31.41,31410,26.73,26730,0,0,0,0
UGC12732,13.2,0.96,2.96256E+19,34.2,34200,3.32,1.81,1810,20.68,20680,0,0,44.6,0
UGC12732,13.2,1.92,5.92512E+19,49.5,49500,4.6,-7.24,-7240,30.32,30320,0,0,24.65,0
UGC12732,13.2,2.88,8.88768E+19,59.9,59900,4.38,-2.56,-2560,33.18,33180,0,0,15.63,0
UGC12732,13.2,3.84,1.18502E+20,65.3,65300,4.31,8.12,8120,35.24,35240,0,0,8.99,0
UGC12732,13.2,4.8,1.48128E+20,69.8,69800,3.83,11.3,11300,34.72,34720,0,0,5.81,0
UGC12732,13.2,5.76,1.77754E+20,73.8,73800,3.45,16,16000,34.11,34110,0,0,4.38,0
UGC12732,13.2,6.72,2.07379E+20,76.2,76200,3.24,18.2,18200,34.88,34880,0,0,2.64,0
UGC12732,13.2,7.68,2.37005E+20,79.3,79300,3.19,19.2,19200,33.08,33080,0,0,1.24,0
UGC12732,13.2,8.64,2.6663E+20,80.3,80300,3.31,23.3,23300,31.11,31110,0,0,0.86,0
UGC12732,13.2,9.6,2.96256E+20,81.9,81900,3.69,25.5,25500,29.68,29680,0,0,0.52,0
UGC12732,13.2,10.6,3.27116E+20,84,84000,3.89,27.8,27800,28.19,28190,0,0,0.32,0
UGC12732,13.2,11.5,3.5489E+20,85.6,85600,3.67,31.1,31100,26.95,26950,0,0,0.2,0
UGC12732,13.2,12.5,3.8575E+20,87.9,87900,3.43,35.1,35100,25.7,25700,0,0,0.12,0
UGC12732,13.2,13.4,4.13524E+20,90.8,90800,3.36,38.3,38300,24.69,24690,0,0,0.08,0
UGC12732,13.2,14.4,4.44384E+20,95.5,95500,3.18,41.4,41400,23.69,23690,0,0,0.05,0
UGC12732,13.2,15.4,4.75244E+20,98,98000,3.18,43.4,43400,22.77,22770,0,0,0,0
